,,,,,,,,State
State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
CA,93457,SANTA BARBARA COUNTY,0.060000,0.077500,0.002500,0,0.015000,2
CA,93458,SANTA MARIA,0.060000,0.080000,0.002500,0.002500,0.015000,1
CA,93460,SANTA BARBARA COUNTY DISTRICT TAX SP,0.060000,0.077500,0.002500,0,0.015000,1
CA,93461,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,2
CA,93463,SOLVANG,0.060000,0.077500,0.002500,0.000000,0.015000,2
CA,93464,SOLVANG,0.060000,0.077500,0.002500,0.000000,0.015000,1
CA,93465,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,1
CA,93475,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,1
CA,93483,GROVER BEACH,0.060000,0.077500,0.002500,0.005000,0.010000,1
CA,93501,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,93502,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,93504,CALIFORNIA CITY,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,93505,CALIFORNIA CITY,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,93510,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,1
CA,93512,MONO COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,93513,INYO COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93514,BISHOP TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0.000000,0.015000,9
CA,93515,BISHOP TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0.000000,0.015000,1
CA,93516,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,4
CA,93517,MONO COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,93518,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,93519,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,93522,INYO COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93523,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,4
CA,93524,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,93526,INYO COUNTY,0.060000,0.077500,0.002500,0,0.015000,2
CA,93527,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,93528,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,93529,MONO COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,93530,INYO COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93531,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,93532,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,6
CA,93534,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,6
CA,93535,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,4
CA,93536,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,6
CA,93539,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,1
CA,93541,MONO COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,93542,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,93543,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,3
CA,93544,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,2
CA,93545,INYO COUNTY,0.060000,0.077500,0.002500,0,0.015000,5
CA,93546,MAMMOTH LAKES TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0.005000,0.010000,4
CA,93549,INYO COUNTY,0.060000,0.077500,0.002500,0,0.015000,2
CA,93550,PALMDALE,0.060000,0.095000,0.002500,0.000000,0.032500,2
CA,93551,PALMDALE,0.060000,0.095000,0.002500,0.000000,0.032500,4
CA,93552,PALMDALE,0.060000,0.095000,0.002500,0.000000,0.032500,1
CA,93553,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,2
CA,93554,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,93555,RIDGECREST,0.060000,0.082500,0.002500,0.010000,0.010000,2
CA,93556,RIDGECREST,0.060000,0.082500,0.002500,0.010000,0.010000,1
CA,93558,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,93560,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,93561,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,7
CA,93562,SAN BERNARDINO COUNTY,0.060000,0.077500,0.002500,0,0.015000,4
CA,93563,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,2
CA,93581,TEHACHAPI,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,93584,DOWNTOWN LANCASTER PROPERTY & BUSINESS IMPROVEMENT DISTRICT,0.060000,0.095000,0.002500,0.000000,0.032500,1
CA,93586,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,2
CA,93590,PALMDALE,0.060000,0.095000,0.002500,0.000000,0.032500,1
CA,93591,LOS ANGELES COUNTY,0.060000,0.095000,0.002500,0,0.032500,2
CA,93592,SAN BERNARDINO COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93596,KERN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,93599,PALMDALE,0.060000,0.095000,0.002500,0.000000,0.032500,1
CA,93601,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,2
CA,93602,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,2
CA,93603,TULARE COUNTY,0.060000,0.077500,0.002500,0,0.015000,3
CA,93604,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93605,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93606,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93607,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,2
CA,93608,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,2
CA,93609,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93610,CHOWCHILLA,0.060000,0.077500,0.002500,0.000000,0.015000,3
CA,93611,CLOVIS,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93612,CLOVIS,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93613,CLOVIS,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93614,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93615,TULARE COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93616,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93618,DINUBA,0.060000,0.085000,0.002500,0.007500,0.015000,2
CA,93619,CLOVIS,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93620,MERCED COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93621,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93622,FIREBAUGH,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93623,MARIPOSA COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93624,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93625,FOWLER,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93626,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93627,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93628,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,3
CA,93630,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93631,KINGSBURG,0.060000,0.089750,0.002500,0.010000,0.017250,1
CA,93633,TULARE COUNTY,0.060000,0.077500,0.002500,0,0.015000,6
CA,93634,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,2
CA,93635,LOS BANOS,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,93636,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93637,MADERA,0.060000,0.082500,0.002500,0.005000,0.015000,2
CA,93638,MADERA,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,93639,MADERA,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,93640,MENDOTA,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93641,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,3
CA,93642,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,2
CA,93643,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93644,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93645,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93646,ORANGE COVE,0.060000,0.079750,0.002500,0.000000,0.017250,2
CA,93647,TULARE COUNTY,0.060000,0.077500,0.002500,0,0.015000,2
CA,93648,PARLIER,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93649,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93650,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,3
CA,93651,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93652,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93653,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93654,REEDLEY,0.060000,0.084750,0.002500,0.005000,0.017250,2
CA,93656,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93657,SANGER,0.060000,0.087250,0.002500,0.007500,0.017250,4
CA,93660,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93661,MERCED COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93662,SELMA,0.060000,0.084750,0.002500,0.005000,0.017250,2
CA,93664,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93665,MERCED COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93666,TULARE COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93667,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93668,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93669,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,2
CA,93670,TULARE COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93673,TULARE COUNTY,0.060000,0.077500,0.002500,0,0.015000,1
CA,93675,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,2
CA,93701,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93702,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93703,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93704,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93705,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93706,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,2
CA,93707,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93708,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93709,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93710,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93711,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93712,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93714,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93715,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93716,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93717,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93718,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93720,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93721,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93722,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93723,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93724,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93725,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,3
CA,93726,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93727,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93728,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93729,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93730,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93737,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,1
CA,93740,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93741,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93744,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93745,FRESNO COUNTY,0.060000,0.079750,0.002500,0,0.017250,2
CA,93747,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93750,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93755,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93760,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93761,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93764,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93765,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93771,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93772,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93773,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93774,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93775,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93776,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93777,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93778,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93779,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93786,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93790,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93791,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93792,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93793,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93794,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93844,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93888,FRESNO,0.060000,0.079750,0.002500,0.000000,0.017250,1
CA,93901,SALINAS,0.060000,0.092500,0.002500,0.015000,0.015000,1
CA,93902,SALINAS,0.060000,0.092500,0.002500,0.015000,0.015000,1
CA,93905,SALINAS,0.060000,0.092500,0.002500,0.015000,0.015000,2
CA,93906,SALINAS,0.060000,0.092500,0.002500,0.015000,0.015000,1
CA,93907,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,2
CA,93908,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,2
CA,93912,SALINAS,0.060000,0.092500,0.002500,0.015000,0.015000,1
CA,93915,SALINAS,0.060000,0.092500,0.002500,0.015000,0.015000,1
CA,93920,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,4
CA,93921,CARMEL BY THE SEA,0.060000,0.087500,0.002500,0.010000,0.015000,3
CA,93922,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93923,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,2
CA,93924,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,4
CA,93925,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93926,GONZALES,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,93927,GREENFIELD,0.060000,0.095000,0.002500,0.017500,0.015000,1
CA,93928,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,2
CA,93930,KING CITY,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,93932,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93933,MARINA,0.060000,0.087500,0.002500,0.010000,0.015000,2
CA,93940,MONTEREY CONFERENCE CENTER FACILITIES DISTRICT,0.060000,0.087500,0.002500,0.010000,0.015000,3
CA,93942,MONTEREY CONFERENCE CENTER FACILITIES DISTRICT,0.060000,0.087500,0.002500,0.010000,0.015000,1
CA,93943,MONTEREY CONFERENCE CENTER FACILITIES DISTRICT,0.060000,0.087500,0.002500,0.010000,0.015000,1
CA,93944,MONTEREY CONFERENCE CENTER FACILITIES DISTRICT,0.060000,0.087500,0.002500,0.010000,0.015000,1
CA,93950,PACIFIC GROVE,0.060000,0.087500,0.002500,0.010000,0.015000,2
CA,93953,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93954,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,1
CA,93955,SEASIDE,0.060000,0.092500,0.002500,0.015000,0.015000,2
CA,93960,SOLEDAD,0.060000,0.087500,0.002500,0.010000,0.015000,1
CA,93962,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0,0.015000,2
CA,94002,BELMONT,0.060000,0.092500,0.002500,0.005000,0.025000,1
CA,94005,BRISBANE,0.060000,0.087500,0.002500,0.000000,0.025000,1
CA,94010,SAN MATEO COUNTY DISTRICT TAX SP,0.060000,0.090000,0.002500,0.002500,0.025000,2
CA,94011,SAN MATEO COUNTY DISTRICT TAX SP,0.060000,0.090000,0.002500,0.002500,0.025000,1
CA,94014,DALY CITY,0.060000,0.087500,0.002500,0.000000,0.025000,2
CA,94015,DALY CITY,0.060000,0.087500,0.002500,0.000000,0.025000,1
CA,94016,DALY CITY,0.060000,0.087500,0.002500,0.000000,0.025000,1
CA,94017,DALY CITY,0.060000,0.087500,0.002500,0.000000,0.025000,1
CA,94018,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,1
CA,94019,HALF MOON BAY,0.060000,0.087500,0.002500,0.000000,0.025000,2
CA,94020,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,1
CA,94021,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,1
CA,94022,LOS ALTOS,0.060000,0.090000,0.002500,0.000000,0.027500,2
CA,94023,LOS ALTOS,0.060000,0.090000,0.002500,0.000000,0.027500,1
CA,94024,LOS ALTOS,0.060000,0.090000,0.002500,0.000000,0.027500,2
CA,94025,MENLO PARK,0.060000,0.087500,0.002500,0.000000,0.025000,2
CA,94026,MENLO PARK,0.060000,0.087500,0.002500,0.000000,0.025000,2
CA,94027,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,2
CA,94028,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,3
CA,94030,MILLBRAE,0.060000,0.087500,0.002500,0.000000,0.025000,1
CA,94035,SANTA CLARA COUNTY,0.060000,0.090000,0.002500,0,0.027500,2
CA,94037,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,1
CA,94038,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,1
CA,94039,MOUNTAIN VIEW,0.060000,0.090000,0.002500,0.000000,0.027500,1
CA,94040,MOUNTAIN VIEW,0.060000,0.090000,0.002500,0.000000,0.027500,2
CA,94041,MOUNTAIN VIEW,0.060000,0.090000,0.002500,0.000000,0.027500,1
CA,94042,MOUNTAIN VIEW,0.060000,0.090000,0.002500,0.000000,0.027500,1
CA,94043,MOUNTAIN VIEW,0.060000,0.090000,0.002500,0.000000,0.027500,1
CA,94044,PACIFICA,0.060000,0.087500,0.002500,0.000000,0.025000,2
CA,94060,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,1
CA,94061,REDWOOD CITY,0.060000,0.087500,0.002500,0.000000,0.025000,2
CA,94062,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,4
CA,94063,REDWOOD CITY,0.060000,0.087500,0.002500,0.000000,0.025000,1
CA,94064,REDWOOD CITY,0.060000,0.087500,0.002500,0.000000,0.025000,1
CA,94065,REDWOOD CITY,0.060000,0.087500,0.002500,0.000000,0.025000,1
CA,94066,SAN BRUNO,0.060000,0.087500,0.002500,0.000000,0.025000,1
CA,94070,SAN CARLOS,0.060000,0.087500,0.002500,0.000000,0.025000,1
CA,94074,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,1
CA,94080,SOUTH SAN FRANCISCO,0.060000,0.092500,0.002500,0.005000,0.025000,1
CA,94083,SOUTH SAN FRANCISCO,0.060000,0.092500,0.002500,0.005000,0.025000,2
CA,94085,SUNNYVALE,0.060000,0.090000,0.002500,0.000000,0.027500,1
CA,94086,SUNNYVALE,0.060000,0.090000,0.002500,0.000000,0.027500,1
CA,94087,SUNNYVALE,0.060000,0.090000,0.002500,0.000000,0.027500,1
CA,94088,SUNNYVALE,0.060000,0.090000,0.002500,0.000000,0.027500,1
CA,94089,SUNNYVALE,0.060000,0.090000,0.002500,0.000000,0.027500,1
CA,94102,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,2
CA,94103,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,2
CA,94104,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,2
CA,94105,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,2
CA,94107,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,2
CA,94108,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,2
CA,94109,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,2
CA,94110,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94111,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,2
CA,94112,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94114,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94115,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94116,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94117,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94118,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94119,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,1
CA,94120,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94121,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94122,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94123,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94124,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94125,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,1
CA,94126,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,1
CA,94127,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94128,SAN MATEO COUNTY,0.060000,0.087500,0.002500,0,0.025000,2
CA,94129,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,3
CA,94130,MOSCONE EXPANSION DISTRICT ZONE 1,0.060000,0.085000,0.002500,0,0.022500,2
CA,94131,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94132,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94133,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,2
CA,94134,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94137,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94139,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94140,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,2
CA,94141,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.060000,0.085000,0.002500,0,0.022500,1
CA,94142,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94143,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
CA,94144,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,1
CA,94145,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.060000,0.085000,0.002500,0,0.022500,2
